ORF	NAME	TCA	Resp	Ribo	Proteas	Hist	HTH	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YAR015W	ADE1   PURINE BIOSYNTHESIS      PHOSPHORIBOSYLAMINOIMIDAZOLE-SUCCINOCARBOXAMIDE SYNTHASE	-1	-1	-1	-1	-1	-1	0.1	0.49	0.15	-0.1	-0.23	-0.54	-0.2	-0.12	0.6	0.23	-0.03	0.19	-0.14	0.08	0.26	0.56	0.26	0.14	-0.1	0.1		0.11	0.28	-0.47	-0.18	-0.01	0.04	0.29		0.37	0.01	-0.12	-0.04	-0.38	0.08	-0.15	-0.04	0.42	0.43	0.24	0.31		0.58	0.98	0.74	-0.18	-0.94	0.11	-1.4	-1.36	-1.84	-1.89	-2	0.32	-0.67	-0.49	-2.06	-2.64	-0.42	-0.84	-1.43	-0.54	-0.94	-0.92	-0.1	-1.56	-1.22	-1.09	-0.32	-0.18	-0.97	-1.36	0.01	0.69	1.03	0.8	0.82	-0.2	-0.64
YAR019C	CDC15  CELL CYCLE               PROTEIN KINASE	-1	-1	-1	-1	-1	-1	0.31	0.16	0.12	0.39	0.03	0.18	0.41	0.41	0.53	-0.17	-0.07	0.06	0.11	-0.03	0.2	-0.01	-0.07	-0.23	0.33	-0.14	-0.29	-0.14	-0.25	-0.67	-0.3	-0.47	-0.69	0.03	-0.42	-0.34	-0.54	-0.09	-0.62	0.58	-0.18	0.12	-0.64	0.28	-0.64	0.86	-0.09	-0.74	-0.36	0.33	-1.22	0.12	-0.47	0.12		-0.29	-0.29	-0.54	-1.03	-0.56	0.04	-0.42	-0.03	0.33	-0.17	0.9	-0.17	-0.07	0.48	0.58	-0.6	-0.34	-0.47	0.01	-0.43	0.08	-0.07	0.11		0.67	-0.32	-0.27	-0.81	0.11	0.26
YAR035W	YAT1   FATTY ACID TRANSPORT     CARNITINE O-ACETYLTRANSFERASE	-1	-1	-1	-1	-1	-1	-0.45	-0.17	-0.14	0.03	-0.43	-0.27	-0.15	0.16	-0.25	0.08	-0.18	0.29	-0.07	0.04	-0.3	0.32	-0.6	0.11	-0.12	0.26	-0.43	-0.3	-0.27	-0.1	-0.03	0.45	0.55	0.19	0.19	0.32	0.7	0.62	-0.09	0.06	-0.14	-0.07	-0.12	-0.1	0.01	0.28	-0.04	-0.29	-0.45	-0.22	-0.23	-0.18	-0.47	-0.06	-0.07	-0.3	-0.76	-0.29	-0.54	0.32	-0.17	-0.27	-0.27	-0.36	0.15	0.06	-0.09	-0.04		0.92	-0.34	-0.56	-0.71	-0.17	-0.36	0.52	0.03	0.39	-0.29	-0.1	0.3	-0.34	-0.3	0.5	-0.09
YAR044W	OSH1   STEROL BIOSYNTHESIS (PUT SIMILAR TO HUMAN OXYSTEROL BINDING PROTEIN	-1	-1	-1	-1	-1	-1	-0.18	-0.2	-0.2		-0.15	-0.15	-0.06	0.25	-0.29	-0.01	-0.2	0.07	-0.32	-0.07	-0.1	-0.04	-0.1	0.41	0.21	-0.25	-0.49	-0.36	-0.32	-0.45	-0.1	-0.1	0.44	0.39	-0.42	0.67	0.54	0.11	-0.04	0.14	0.01	-0.23	-0.01	0.04	0.04	-0.14	-0.42	-0.17	-0.22	0.24	0.08	-0.58	-0.49	-0.2	-0.04	0.31	0.44	0.06	0.06	-0.58	0.2	-0.22	0.19	0.04	0.12	0.57	0.26	1.16	0.93	0.36	-0.86	-0.56	-0.34	-1.06	0.04	0.3	0.28	0.3	-0.03	-0.12	0.15	0.32	0.15	0.32	0.24
YAR071W	PHO11  PHOSPHATE METABOLISM     SECRETED ACID PHOSPHATASE	-1	-1	-1	-1	-1	-1	-0.81	-0.32	0.32	0.16	-0.1	-0.25	0.57	0.45	1.92	2.13	1.57	1.53	0.65	0.15	-0.32	0.14	0.34	0.95	-1	1.13	0.36	0.2	0.18	0.11	0.18	-0.23	-0.4	-0.07	0.1	0.01	-0.3		-0.04	-0.07	0.08	-1.47	0.38	1.4	0.67	-0.6	-1.03		0.61	1.42	-0.47	-0.18	-0.94	0.37	1.1	0.54	-0.12	0.25	0.58	1.04	-0.71	-0.25	0.73	-0.71	0.11	-1.4	-1.51	-0.6	-1.12	0.3	-0.54	-1.4	-1.56	-1.32	0.76	0.6	0.15	1.18	0.49	0.37	0.4	-0.56	-1.22	-1.47	-1.84
YBL001C	ECM15  CELL WALL BIOGENESIS     UNKNOWN	-1	-1	-1	-1	-1	-1	-1.47	-0.15	-1.51	-0.06	0.03	0.04	0.16	0.52	-0.27	-0.04	-0.74	-0.3		0.06	0.08	0.1	-0.2	-0.22	-0.4	-0.42	-0.03	-0.54	-0.38	-0.17	-0.2	0.7	0.14	0.11	-0.22	0.23	0.15	0.16	0.26	0.08	0.99	-1.32	-0.38	-0.42	-0.23	0.67	0.48		0.19	0.31	-0.3	0.03	0.6	0.3	0.31	-0.97	-1.32	-0.86	-0.1	1.34	-0.29	0.7	-0.34	-1.47	-0.06	-0.1	-0.2	-0.76	-0.4	-0.12	-0.32	-0.32	-0.27	-0.56	-0.38	0.06	-1.22	-0.92	-0.04	0.49	0.46	0.32	-0.09	0.8	0.21
YBL002W	HTB2   CHROMATIN STRUCTURE      HISTONE H2B	-1	-1	-1	-1	1	-1	-2.47	-2.4	-2.06	-0.62	0.8	0.28	0.43	0.2	-0.74	-1.18	-1.51	-0.43	0.46	0.89	0.87	0.88	-0.25	-0.42	-1.84	-1.43	-1.32	-0.79	-0.1	0.51	0.97	0.68	0.66	0.21	0.33	0.38	-0.34	-0.86	-0.12	-1.4	1.23	0.85	-0.69	-1.84	-1.4	0.93	1.38	0.36	-0.47	0.46	-0.92	-0.6		0.39	0.71	0.74	0.25	-0.29	-0.45	0.58	-0.01	-0.84	1.83	0.12	-0.2	-0.23	-1.36	-1.94	-0.07	-0.54	0.23	-0.4	0.04	-0.84	0.08	0.07	-1.29	-0.84	0.34	0.32	0.1	-0.09		0.04	-0.58
YBL003C	HTA2   CHROMATIN STRUCTURE      HISTONE H2A	-1	-1	-1	-1	1	-1	-2.12	-3.06	-1.6	-1.06	0.48	0.63	0.39	0.54	-0.92	-0.89	-1.69	-0.67	0.26	0.76	0.66	0.79	-0.45	-0.6	-1.69	-0.74	-0.25	-1	-0.4	0.38	0.5	0.98	0.76	0.49	0.33	0.39	-0.12	-0.64	-1.32	-0.86	1.23	1.46	0.1	-1.36	-1.15	1.08	1.76	0.82	0.03	-1.18	-0.84	-0.22	0.25	0.31	0.4	-0.04	-0.3	-0.84	-1.36	0.24	-0.22	-0.92	1.12	-0.81	-0.17	-0.92	-1.56	-2.84	-0.97	-0.84	-0.14	-0.15	-0.23	-1.09	-0.32		-1.74	-1.32	0.12	0.33	0.5	0.4	0.18	0.18	-0.84
YBL005W	PDR3   TRANSPORT                TRANSCRIPTION FACTOR	-1	-1	-1	-1	-1	-1	1.21	0.82	1.23	1.34	1.14	1.14	0.99	0.3	1.24	1.23	0.72	1.06	0.64	1.09	0.91	1.12	0.89	1.22	0.3	-0.2	0.32	0.07	0.08	0.03	-0.04	-0.04		0.04	-0.42	-0.03	-0.04	0.11	-0.09	0.12	-0.22	0.23	0.16	0.15	0.28		0.19	-0.07	-0.3	-0.17	-0.2	-0.07	-0.15	0.03	-0.23	-0.54	-0.51		-0.94	0.46	-0.18	-0.84	-0.36	-0.18	-0.1	-0.06	-0.6	-0.51	0.08	1.08	-3.06	-0.43	-0.84	-0.71	0.16	-1.25	0.26	-0.06	0.12	0.24	0.03	-0.04	-0.04	-0.74	-1.22
YBL007C	SLA1   CYTOSKELETON             CORTICAL ACTIN ASSEMBLY	-1	-1	-1	-1	-1	-1	0.06	-0.23	-0.04	-0.17	-0.01	-0.15	-0.01	0.08	-0.15	0.16	-0.01	0.19	-0.1	0.29	-0.07	0.24		0.2	0.36	0.31	0.19	0.2	-0.1	0.1	0.19	0.07	0.41	0.32	-0.1	0.57	0.29	0.31	-0.36	-0.56	-0.42	-0.18	0.03	0.01	-0.76	-0.58	-0.42	-0.34	-0.47	-0.1	-0.18	-0.4	-0.38	-0.04	-0.71	-1.15	-1.51	-1.4	-1	0.38	-0.03	-0.06	-0.1	-0.54	0.57	0.99	1.22	1.63	0.63	2.03	-0.74	-0.71	0.04	-0.04	0.84	0.29	0.95	1.18	0.18	-0.09	0.1	0.18	0.29	0.46	-0.04
YBL008W	HIR1   TRANSCRIPTION            HISTONE TRANSCRIPTION INHIBITOR	-1	-1	-1	-1	-1	-1	-0.49	-0.84	-0.22	0.04	-0.22	-0.09		0.55	-0.09	0.28	-0.92	0.43	0.03	0.08	-0.38	0.79	-0.38	0.16	0.29	1.68	-0.45	-0.32	0.43	-0.03	0.1	0.33	-0.29	-0.01		-0.2	-0.15	-0.01	-0.14	0.04	-0.03	-0.09	-0.51	-0.15		0.07	0.1	-0.54	-0.69	-0.25	-0.64	-0.25	-0.38	-0.29	-0.04	-0.14	0.18	0.24	0.06	-0.25	-0.14	-0.14	0.58	0.62	-0.17	-0.09	0.33	0.26	0.03	0.53	-0.51	-0.47	-0.4	-0.27	-0.04	0.16	0.92	0.93	-0.06	-0.1	0.1	-0.17	-0.2	-0.29	-0.34
YBL014C	RRN6   TRANSCRIPTION            COMPONENT OF RDNA TRANSCRIPTION FACTOR COMPLEX	-1	-1	-1	-1	-1	-1	-0.23	-0.92	-0.56	-0.67	-0.47	-0.22	0.07	0.31	-0.27	-0.17	-0.45	-0.1	-0.3	0.15	-0.32	-0.12	0.26	0.16	-0.79	-0.47	-0.54	-0.06	-0.06	0.08	-0.4	-0.42	-0.29	-0.14	-0.45	-0.4	-0.27	-0.42	-0.67	0.51	-0.34	-0.22	-0.36	-0.01	-0.27	-0.03	-0.22	-0.22	-0.71	0.32	-0.64	-0.4	-0.64	-0.07				0.01	-0.09	-0.42	-0.4	-0.3	1.05	1.41	-0.12	-0.29	-0.14	1.03	-0.1	0.11	-0.43	-0.58	-0.54	-0.56	0.14	0.38	0.48	1.53	0.14	0.06	0.01	-0.62	-0.51	0.04	-0.34
YBL015W	ACH1   ACETYL-COA METABOLISM    ACETYL-COA HYDROLASEYOR374W	-1	-1	-1	-1	-1	-1	-0.58	-0.36	-0.25	-0.51	-0.32	-0.29	-0.32	0.36	-0.49	0.1	-0.51		-0.12	-0.23	-0.36	0.08	-0.74	-0.29	-0.62	0.03	0.01	0.1	-0.56	-0.34	-0.1	0.77	0.86	0.61	0.04	0.72	0.86	0.41	-0.51	0.03	-0.2	0.04	-0.34	-0.34	0.23	-0.12	0.08		-0.22	1.03	0.12	0.2	0.36	0.52	1.49	1.75	1.49	0.58	0.19	-0.18	-0.12	-1.47	0.58	-0.49	0.33	1.74	0.3	0.38	0.25	0.75	-0.49	-0.54	-0.14	-0.04	0.11	0.26	-0.23	0.51	-0.1	0.06	0.01	0.11	0.3	2.72	3.39
YBL016W	FUS3   MATING                   PROTEIN KINASE	-1	-1	-1	-1	-1	-1	2.07	0.23	-1	-1.09	-0.71	-0.34	-0.69	0.9	-0.89	-0.67	-0.49	-0.14	-0.18	-0.04	-0.22	0.14	-0.54	0.18	-0.81	-0.06	-0.03	0.07	0.36	-0.03	0.01	0.12	0.18	0.03	-0.17	0.16	-0.2	0.2	-0.04	0.25	0.08	0.42	0.14	0.5	0.61	0.41	0.24		0.34	1.33	1.37	-0.18	-0.94	0.19	0.38	0.08	0.33	-0.03	0.16	-0.06	0.18	-0.15		-0.74	0.99	-1.22	-0.42	0.3	-0.49	-0.04	-0.23	-0.79	-0.3	-0.27	0.06	0.32	0.03	0.85	0.06	0.26	0.48	-0.14	-0.62	0.24	0.55
YBL017C	PEP1   VACUOLAR PROTEIN TARGETI CPY SORTING RECEPTOR	-1	-1	-1	-1	-1	-1	-0.32	0.48	0.2	0.37	-0.14	-0.4	-0.34	0.58	0.06	-0.14	0.08	-0.22	-0.2	-0.36		0.56	-0.29	0.07	-0.17	-0.17	0.37	0.46	-0.36	-0.38	-0.2	0.24	0.3	0.52	-0.22	0.25	-0.14	0.03	-0.92	-0.67	-0.89	-0.06	-0.23	-0.18	-0.23	-0.4	-0.07	-0.23	-0.23	-0.12	-0.29	-0.12	-0.49	0.04	-0.6	-0.71	-1.09	-0.97	-0.76	0.77	-0.36	-0.23	-0.62	-0.64		0.33	-0.15	0.74	-0.42	0.63	-1	-0.3	-0.43	-0.42	0.38	0.43	1.66	1.09	0.07	0.4	-0.09		-0.22	-0.07	0.29
YBL018C	POP8   TRNA PROCESSING          RNASE P AND RNASE MRP SUBUNIT	-1	-1	-1	-1	-1	-1	-0.07	-0.25	-0.27	-0.29	-0.04	0.26	0.08	0.85	-0.07	-0.14	-0.27	0.08	0.04	-0.17	-0.06	-0.34	0.08	0.32	-0.43	-0.12	-0.2	-0.14	0.06	-0.15	-0.01	-0.18	-0.4	-0.4	0.7	-0.71	-0.62	-0.51	-0.04	0.46	0.08	-0.1	-0.27	-0.25	-0.25	-0.01	0.19		-0.34	0.77	-0.18	-0.18	-0.94	0.11	0.08	-0.15	-0.38	-0.1	-0.01	0.29	-0.4	-0.29	0.37	0.12	1.34	-1	-0.71	-0.69	-0.64		-0.3	-0.1	-0.81	-0.67	-0.51	0.45	-0.18	-0.69	-0.07	0.1	0.54	-0.09	-0.69	-0.49	-0.38
YBL019W	ETH1   DNA REPAIR               EXONUCLEASE III HOMOLOG	-1	-1	-1	-1	-1	-1	-0.15	0.52	-0.03	0.97	-0.4	-0.43	-0.12	0.1	-0.54	0.15	0.34	-0.03	-0.12	-0.43		0.33	-0.51	-0.07		-0.45	-0.2	0.26	-0.22	-0.3	-0.04	-0.25	-0.3	-0.23	-0.25	-0.09	-0.6	-0.25	-0.27	0.1	-0.03	0.86	-1.06	-0.62	-0.58	-0.32	0.07		-0.62	0.67	-0.36	-0.27	-0.3		-0.32	-0.81	-1.43	-1.25	-1.43	0.43	-0.67	-0.84	-0.2	0.08	1.24	-0.04	-0.18	-0.18	-0.07	0.07	-0.14	-0.64	-0.38	-0.42	0.19	0.33	-0.06	-0.03	-1.06	-0.25	0.41	-0.27	-0.81	0.82	0.04
YBL020W	RFT1   CELL CYCLE               UNKNOWN	-1	-1	-1	-1	-1	-1	0.19	-0.94	-0.49	-0.22	-0.15		0.06	0.11	-0.15	-0.25	-0.81	0.07	0.11	-0.06	0.04	0.36	-0.29		-0.94	-0.58	-0.54	0.24	0.04	0.1	0.14	0.1	-0.15	0.11	0.46	0.03	-0.47	-0.42	-0.04	0.63	0.08	-0.56	-0.45	0.19	0.06	0.33	0.51		-0.04	0.38	-0.84	-0.18	-0.94	0.3	0.42	0.53	0.37	0.42	0.64	-0.03	-0.1	-0.01	0.4	0.29	0.2	-0.51	-0.64	-0.17	0.14	-0.64	-0.06	-1.09	-0.1	-0.58	-0.01	-0.27	0.11	0.93	0.36	0.11	0.9	-0.07	-0.56	-0.07	0.2
YBL021C	HAP3   TRANSCRIPTION            COMPONENT OF HETEROTRIMERIC CCAAT-BINDING FACTOR	-1	-1	-1	-1	-1	-1	-0.64	-0.58	-0.36	-0.89	-0.79	-0.01	-0.15	0.15	-0.34	0.04	-0.76	-0.06	-0.17	-0.36	-0.97	0.16	-0.43	0.03	-0.58	-0.18	-0.18	-0.01	0.03	-0.06	0.16	0.18		0.03	-0.01	0.07	-0.42	0.32	-0.03	0.36	-0.14	-0.09	0.04	-0.43	-0.25	0.7	1.25		-0.49	-0.12	-1	-0.51	-1.32	0.37	0.58	0.37	1.5	1.54	1.43	-0.49	0.82	0.33	0.65	1.29	0.31	-0.15	0.21	0.44	0.01	0.36	0.3	0.24	-0.01	-0.29	-0.36	0.01	-0.18	0.31	-0.29	0.24	0.12	-0.14	-0.36	-0.15	-0.09
YBL022C	PIM1   RESPIRATION              MITOCHONDRIAL ATP-DEPENDENT PROTEASE	-1	-1	-1	-1	-1	-1	0.12	-0.04	0.28	0.12	0.25	0.01	0.37	0.4	0.18	0.67	0.18	0.14		-0.2	-0.06	0.06	0.14	0.06	0.08	0.37	0.06	-0.01	-0.18		0.18	0.23	0.36	0.37	-0.03	0.23	0.25	0.37	0.18	-0.74	-0.29	-0.36	-0.36	-0.25	-0.18	-0.34	-0.01	-0.07	-0.42	1.01	0.45	0.5	0.23	0.18	0.18	0.77	0.63	0.51	0.48	-0.49	-0.18	-0.27	0.39	0.59	-0.03	0.08	0.74	1.28	0.18	0.62	-0.34	-0.38	0.46	0.08	0.44	0.06	-0.29	1.7	0.2	0.21	-0.01	-0.23	-0.01	0.08	-0.03
YBL023C	MCM2   DNA REPLICATION          MCM INITIATOR COMPLEX	-1	-1	-1	-1	-1	-1	-0.6	-0.51	0.03	-0.17	-0.94	-1.29	-0.84	0.38	0.06	0.81	0.33	0.41	-0.14	-0.67	-0.94	-0.06	-0.64	0.32	-0.92	-0.6	0.01	0.33	0.16	0.2	0.29	0.28	0.11	0.31	0.12	0.25	-0.62	-0.06	-0.06	0.07	-0.64	-1.12	-0.79	-0.01	-0.2	-0.56	-0.64		-0.45	0.86	-0.42	-0.18	-0.94	0.18	0.58	0.23	-0.18	-0.71	-0.97	0.1	-0.58	-1.47	1.58	1.37	0.39	-0.14	0.25	0.19	-0.01	-0.22	0.07	-0.36	-0.54	-0.45	0.04	0.08	-0.07	0.26	-0.3	0.16	0.07	-0.4	-0.64	-0.27	-1.09
YBL025W	RRN10  TRANSCRIPTION            COMPONENT OF UPSTREAM ACTIVATION FACTOR COMPLEX (UAF)	-1	-1	-1	-1	-1	-1	-0.42	-0.43	-0.32	-0.27	-0.34	-0.36	-0.06	0.14	-0.15	-0.07	-0.74	-0.45	-0.07	-0.56	-0.69	0.06	-0.42	-0.01	-0.84	-0.67	0.24	-0.51	-0.07	-0.36	-0.29	0.11	0.11	-0.22	-0.29	0.01	-0.69	0.01	-0.34	-0.45	-0.58	-0.32	-1.03	-0.76	-0.97	-0.71	-0.89		-0.69	0.19	-0.86	-0.69	-0.6	0.32	0.39	0.06	0.04	0.24	-0.01	0.03	-0.25	-0.56	0.83	1.09	1.26	-0.45	0.26	-0.01	-0.36	-0.04	-0.2	-0.51	-0.58	-0.27	-0.2	0.21	-0.22	0.21	-0.29	-0.07	0.15	0.04	-0.79	0.23	-0.58
YBL026W	SNP3   MRNA SPLICING            CORE SNRNP PROTEIN	-1	-1	-1	-1	-1	-1	0.14	-0.34	-0.25	-0.64	0.01	-0.22	0.15	0.14	0.11	-0.14	0.04	-0.06	-0.04	-0.04	0.04	0.42	-0.15	0.21	-0.22	-0.29	-0.47	0.97	-0.2	-0.32	-0.4	-0.1	-0.18	-0.38	-0.38	-0.1	-0.47	-0.42	-0.04	0.1	0.08	0.28	0.24	0.15	-1.32	0.04	0.45		0.42	1.15	0.18	-0.18	-0.94	0.25	0.08	-0.1	0.32	1.06	0.85	0.42	0.7	0.92	-0.06	-0.14	-0.04	-1.03	-0.76	-1.06	-0.81	-0.79	0.03	0.12	-0.45	-0.64	0.03	0.15	-0.97	-0.6	0.11		0.23	0.01	-0.49	0.19	-0.43
YBL027W	RPL19B PROTEIN SYNTHESIS        RIBOSOMAL PROTEIN L19	-1	-1	1	-1	-1	-1	-0.17	-0.62	-0.14	-0.38	-0.29	-0.42	-0.15	0.42	0.01	0.29	-0.22	-0.17	-0.12	-0.07	0.04	0.19	0.14	0.07	-0.94	-0.14	0.33	-0.09	0.5	0.74	0.31	0.79	0.51	0.25	0.07	0.01	0.06	0.01	-0.23	0.14	0.3	-0.12	0.04	0.03	0.15	-0.07	0.31	-0.29	0.03	0.03		-0.06	0.16	0.01	-0.97	-1.47	-1.79	-1	-0.51	0.61	-0.38	0.75	-2.06	-2.47	-0.51	-1.89	-2.4	-2.12	-1.43	-0.89	0.16	0.3	-0.74	-1	-0.69	-0.27	-0.64	-1.47	0.04	0.01	0.39	-0.17	-0.27	-1.12	-2.47
YBL030C	PET9   TRANSPORT                MITOCHONDRIAL ADP/ATP TRANSLOCATOR	-1	-1	-1	-1	-1	-1	0.21	-0.18	0.69	0.44	0.86	0.21	0.73	0.12	0.34	0.21	0.2		0.19	0.2	0.44	-0.07	0.3	-0.07	-1.03	-0.49	-0.17	0.45	-0.04	0.16	0.28	0.34	0.26	0.31		0.54	0.44	0.12	0.26	-0.89	-0.34	0.6	1.17	1.26	1.13	1.09	0.73	0.82	0.99	1.29	0.89	0.69	0.8	0.16	0.76	0.4	0.1	-0.1	-0.36	0.53	-0.29	-0.42	0.08	-0.36	0.32	0.97	1.21	0.45	0.34	-0.3	0.25	-0.97	0.04	-0.07	0.55	0.32	0.28	0.25	0.59	0.54	0.92	0.39	0.86	0.78	1.79
YBL033C	RIB1   FLAVIN BIOSYNTHESIS      GTP CYCLOHYDROLASE II	-1	-1	-1	-1	-1	-1	-0.27	-0.18	-0.03	-0.42	-0.12	-0.14	-0.06	0.58	-0.23	0.06	-0.23	-0.22	-0.3	-0.18	-0.27	0.16	0.01	0.07		-0.38	-0.36	0.29	0.24	-0.22	-0.06	0.06	0.33	-0.12	-0.2	0.1	0.25	0.03	0.06	0.34	-0.1	-0.32	-0.4	-0.18	-0.2	-0.12	-0.06	-0.06	0.04	-0.18	0.31	0.19	0.6	-0.01	0.25	0.23	0.19	-0.04	0.04	0.2	-0.04	-0.34	0.26	0.38	-0.09	0.2	0.37	0.36	-0.04	-0.1	-0.34	0.12	0.16	0.12	-0.36	0.15	0.39	-0.04	0.01	-0.12	0.01	-0.12	0.08	1.04	0.84
YBL035C	"POL12  DNA REPLICATION          DNA POLYMERASE ALPHA, 70 KD SUBUNIT"	-1	-1	-1	-1	-1	-1	-0.45	-0.64	1.01	1.14	0.45	-0.4	-0.64	0.15	-1.09	0.44	0.04	0.28	0.32	0.03	-0.54	-0.12	-0.6	-0.3	-0.79	-1.29	-0.49	0.06	0.59	0.51	0.4	0.16	-0.07	0.11	-0.4	-0.67	-0.79	-0.43	-0.94	0.58	0.38	-2.56	-3.18	-2.74	-4.64	0.36	0.32	-2.74	-3.47	-1.25	-0.67	-0.62	-0.89	0.01	1.01	1.13	1.49	0.45	0.38	0.46	-0.09	-0.74	2.35	1.83	-0.2	-1.12	-0.79	0.37	-0.14	-0.2	-0.62	-0.42	-0.84	-0.34	-0.4	0.07	-0.23	-0.74	-0.49	-0.49	0.21	-0.51	-0.67	0.21	-0.54
YBL037W	APL3   SECRETION                CLATHRIN ASSOCIATED	-1	-1	-1	-1	-1	-1	-0.17		0.03	-0.12	0.14	-0.32	0.23	0.12	-0.14	0.32	-0.3	-0.2	-0.04	-0.04	-0.06	0.07	0.06	0.08	-0.43	-0.86	-0.58	-0.15	-0.27	-0.25	-0.36	0.11	-0.06	0.19	-0.34	0.12	-0.06	-0.07	-0.92	-0.15	-0.3	-3.84	-3.64	-3.47	-5.06	1.3	0.32	-4.64	-4.06	-0.47	-1.18	-0.76	-0.86	-0.15	-0.18	-0.32	-0.36	0.54	-0.06	0.14	-0.76	-0.79	0.18	0.01	-0.07		0.01	-0.07	-0.07	0.41	-0.45	-0.3	-0.34	-0.2	-0.22	-0.15	-0.27	-0.14	-0.43	-0.51	0.08	-0.38	-0.51	0.21	-0.12
YBL038W	"MRPL16 PROTEIN SYNTHESIS        RIBOSOMAL PROTEIN, MITOCHONDRIAL L16"	-1	-1	-1	-1	-1	-1	-0.27	-0.03	-0.14	-0.42	-0.12	-0.04	0.28	-0.07	-0.09	-0.07	-0.1	0.25	0.08	-0.17	-0.03	0.01	0.08	-0.12	-0.17	-0.51	-0.47	-0.38	-0.4	-0.12	-0.54	-0.15	0.06	-0.22	-0.74	0.21	-0.06	-0.1	-0.09	0.51	0.39	0.46	0.73	0.7	-1	1.1	0.84	0.94	0.93	1.26	1.54	1.12	1.52	0.06	-0.45	-0.51	-0.01	0.18	0.04	0.18	0.43	0.38	-0.76	-0.76	-0.18	0.14	0.36	-0.23	-0.3	-0.14	-0.18	0.21	-0.18	-0.29	-0.14	0.71	0.44	0.31	0.04	-0.03	0.11	0.31	0.5	1.58	1.19
YBL039C	URA7   PYRIMIDINE BIOSYNTHESIS  CTP SYNTHASE 1	-1	-1	-1	-1	-1	-1	-0.01	-0.86	-1.15	-0.97	-0.58	-0.45	0.01	0.39	0.18	0.29	-0.23	0.2	0.03	0.18	-0.22	0.62	-0.22	0.39	-1.84	-0.62	-0.07	0.29	0.69	0.45	0.01	0.15	-0.32	0.58	-0.29	-0.69	-0.58	-0.15	0.58	0.86	-0.01	-0.07	-0.34	-0.29	-0.12	-0.38	-0.54		-0.3	0.24	-0.71	-0.94	-0.89	0.31	-1.32	-1.09	-2.06	-1.29	-1.15	-0.23	-0.94		-3.18	-3.18	-0.04	-2.47	-1.06	-1.32	-0.58	-0.47	-0.56	-1.43	-1.51	-1.51	0.04	-0.42	-0.71	0.32	0.14	0.36	0.24	-0.54	-1.12	-1.29	-1.84
YBL040C	ERD2   ER PROTEIN RETENTION     HDEL RECEPTOR	-1	-1	-1	-1	-1	-1	-0.1	-0.2	-0.18	-0.3	-0.09	-0.49	-0.1	0.92	-0.3	-0.49	-0.18	-0.12	-0.07	-0.17	0.03	0.1	-0.2	-0.09	-0.56	-0.67	-0.71	-0.3	-0.34	-0.76	-0.62	-0.51	-0.32	-0.45	-0.69	-0.25	-0.25	-0.45	-0.04	0.37	0.08	-0.25	-0.43	-0.49	-0.3	0.03	-0.12		-0.25	0.11	-0.2	-0.18	-0.94	0.1	0.51	0.12	-0.32	-0.15	-0.51	0.39	-0.25	-0.89	0.76	0.86	-0.34	0.2	-0.01	-0.36	0.04	-0.86	0.58	0.19	0.46	-0.07	-0.18	0.2	-1.18	-1.03	0.34	0.16	0.5	0.25	0.03	-0.25	-0.67
YBL041W	PRE7   PROTEIN DEGRADATION      20S PROTEASOME SUBUNIT	-1	-1	-1	1	-1	-1	-0.09	-0.3	-0.32	-0.4	-0.36	-0.54	0.07	0.45	-0.09	0.29	-0.3	0.04	-0.22	-0.38	-0.38	-0.09	-0.36	0.06	0.07	0.11	-1.47	-0.01	-0.4	-0.47	-0.54	0.37	0.29	0.19	-0.2	0.26	0.56	0.32	-0.1	-0.22		0.11	-0.29	-0.17	0.11	0.14	0.1		0.38	1.35	0.7	0.54	0.82	0.5	0.65	0.61	0.45	-0.03	-0.58	0.16	-0.01	-1.09	0.82	1.76	-0.3	-0.12	0.07	-0.36	-0.4	-0.6	0.5	0.45	0.53	0.14	-0.27	0.15	-0.69	0.12	-0.01	0.04	0.42	0.16	-0.43	0.62	-0.1
