## There are #18 experiments in this file
## 001 -- alpha_factor_release_sample013
## 002 -- alpha_factor_release_sample014
## 003 -- alpha_factor_release_sample015
## 004 -- alpha_factor_release_sample016
## 005 -- alpha_factor_release_sample017
## 006 -- alpha_factor_release_sample018
## 007 -- alpha_factor_release_sample019
## 008 -- alpha_factor_release_sample020
## 009 -- alpha_factor_release_sample021
## 010 -- alpha_factor_release_sample022
## 011 -- alpha_factor_release_sample023
## 012 -- alpha_factor_release_sample024
## 013 -- alpha_factor_release_sample025
## 014 -- alpha_factor_release_sample026
## 015 -- alpha_factor_release_sample027
## 016 -- alpha_factor_release_sample028
## 017 -- alpha_factor_release_sample029
## 018 -- alpha_factor_release_sample030
ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015	alpha_factor_release_sample016	alpha_factor_release_sample017	alpha_factor_release_sample018	alpha_factor_release_sample019	alpha_factor_release_sample020	alpha_factor_release_sample021	alpha_factor_release_sample022	alpha_factor_release_sample023	alpha_factor_release_sample024	alpha_factor_release_sample025	alpha_factor_release_sample026	alpha_factor_release_sample027	alpha_factor_release_sample028	alpha_factor_release_sample029	alpha_factor_release_sample030
yll017w	-0.23	-0.12	0.12	-0.14	NA	0.02	-1.57	-0.14	-0.26	-0.23	-0.61	-0.3	-0.15	-0.6	NA	-0.34	-0.21	-0.16
yll016w	-0.08	-0.08	-0.56	-0.51	-0.17	-0.34	-0.32	-0.21	-0.25	-0.19	0.51	-0.52	-0.23	-0.05	0.7	0.28	-0.59	-0.8
yll015w	NA	0.78	NA	NA	NA	NA	-0.17	-1.87	-1.17	NA	-0.33	NA	-0.09	NA	NA	0.31	-1.56	-0.37
yll014w	0.1	-0.12	0.03	0.05	0.05	0.61	0.17	0	-0.12	-0.31	-0.19	-0.43	-0.08	-0.32	0.18	-0.33	0.47	-0.49
yll013c	-0.63	-0.75	-1.16	-0.23	-0.96	-0.31	-0.75	-0.53	-0.79	-0.69	-0.94	-0.12	-0.74	-0.67	-1.03	-0.08	-0.69	-0.35
yll012w	-0.15	-0.36	0.66	0.78	0.35	1.04	0.91	0.17	0.17	-0.07	-0.14	0.15	0.44	0.29	0.66	0.44	0.27	-0.22
yll011w	0.02	-1.24	-1.06	-0.61	-0.4	-0.53	-0.04	-0.41	-0.19	-0.3	-0.28	-0.3	-0.08	-0.54	-0.64	-0.39	-0.42	-0.25
yll010c	0.06	-0.11	-0.13	NA	-0.3	0.54	0.14	0.22	-0.24	0.43	-0.16	-0.02	0.01	0.05	0.23	0.22	0.42	-0.03
yll009c	0.34	0.41	0.28	0.27	0.07	0.24	0.43	0.16	0.24	0.2	0.14	-0.16	0.18	-0.28	0.09	0.05	0.05	0.09
yll008w	0.13	-1.01	-0.87	-0.33	0.07	0.15	0.43	0.15	0.27	0.13	0.06	-0.02	0.12	0.17	0.17	0.13	0.29	0.06
yll007c	-0.05	-0.26	-0.36	-1.51	-0.6	-0.78	-0.21	-0.54	-0.28	-0.12	-0.39	-0.68	-0.27	-0.43	-0.23	-0.41	-0.07	-0.17
yll006w	-0.27	-0.33	0.16	-0.28	-0.12	-0.04	0.17	-0.19	0.05	-0.1	-0.14	-0.17	-0.19	-0.18	0.04	-0.16	0.19	-0.27
yll005c	-0.52	-0.47	-0.5	-1.49	-0.37	-0.75	-0.36	-0.56	-0.37	-0.06	-0.31	-0.65	-0.43	-0.6	-0.5	-0.18	-1.3	-0.39
yll004w	-0.35	-0.75	-0.39	-0.33	0.18	0.12	0.33	-0.07	0.05	-0.3	-0.24	-0.19	0.11	-0.31	0.36	0.13	0.17	-0.38
yll003w	-0.01	-0.19	0.09	NA	0.07	-0.35	0.04	-0.2	0.01	0.11	0.56	0.04	0.12	-0.15	NA	0.28	NA	-0.04
yll002w	-1.02	-0.58	0.5	0.73	0.1	NA	-0.28	-0.58	-0.36	-0.21	0.36	0.62	0.3	0.11	-0.11	-0.16	-0.67	-0.66
yll063c	0.06	-0.48	0.27	-0.2	-0.4	-0.04	-0.08	-0.03	-0.1	-0.45	-0.26	-0.04	-0.32	0.11	-1.77	-0.19	-0.16	0.03
yll001w	-0.57	-0.09	-0.15	-0.31	-0.42	0.35	0.21	-0.04	0.1	0.24	0.02	-0.12	-0.09	0.02	-0.2	0.28	-0.24	-0.03
ylr001c	-0.14	0.12	-0.21	-0.04	-0.11	-0.53	-0.12	-0.38	-0.12	-0.24	-0.01	-0.15	0	-0.24	0.13	0.05	-0.47	-0.17
ylr002c	-0.03	-1.06	-1.15	-0.69	-0.11	0.03	-0.23	-0.11	0.03	0.46	0.36	-0.14	-0.35	0.11	-0.36	0.1	0.05	-0.14
ylr003c	-0.04	-0.56	-0.94	-0.39	-0.41	-0.09	0.01	0.08	0.43	-0.11	-0.12	-0.57	-0.23	-0.16	-0.22	-0.12	-0.11	0.23
ylr004c	-1.02	-2.38	-1.21	-1.51	NA	-0.17	-0.49	-0.38	-0.37	-0.44	0.82	-1.08	-0.51	-0.18	NA	-0.29	-0.01	-0.56
ylr005w	-0.19	-0.03	0.06	0.28	-0.09	0.18	0.05	0.14	0.11	-0.1	-0.01	-0.09	0.03	-0.25	-0.2	-0.04	-0.35	-0.1
ylr006c	-0.26	0.03	-0.29	-0.09	-0.43	0.29	-0.19	-0.17	-0.14	0.18	0.05	0.01	-0.31	0.21	-0.23	0.34	-0.02	-0.17
ylr007w	-0.11	0.12	-0.16	-0.24	-0.27	-0.39	-0.05	-0.29	0	-0.27	-0.27	-0.3	-0.02	-0.35	-0.41	-0.47	-0.37	-0.27
ylr008c	-0.02	-0.3	-0.36	-0.16	-0.01	-0.33	0.27	-0.25	-0.07	-0.12	-0.19	-0.4	-0.05	-0.47	-0.07	-0.33	-0.06	-0.26
yll062c	0.21	0.21	0.53	0.08	-0.02	0.69	0.73	0.7	0.27	0.09	0.27	0.03	-0.22	-0.03	0.29	0.29	0.48	0.01
ylr009w	0.43	-0.85	-0.47	-0.06	-0.3	-0.24	0.31	0.59	0.39	0.27	0.23	0.07	0.19	0.33	0.21	0.25	0.58	-0.23
ylr010c	0.16	0.41	-0.05	-0.2	0.12	-0.28	-0.06	-0.05	-0.03	-0.15	-0.29	-0.14	0.01	-0.61	-0.45	-0.41	-0.3	-0.32
ylr011w	0.3	-0.06	0.41	0.11	-1.69	-0.11	0.24	0.42	0.42	0.43	0.48	0	0.1	-0.18	0.15	-0.09	0.43	-0.53
ylr012c	-0.08	-0.02	0.14	-0.93	0.18	-0.06	-0.22	-0.37	-0.2	-0.55	-0.19	-0.14	-0.31	-0.14	-1.06	-0.29	NA	-0.11
ylr013w	0.34	-0.88	0.02	-0.04	-0.04	-0.24	0.23	-0.62	0.22	-0.14	-0.21	-0.3	0.23	-0.27	-0.26	0.18	-0.2	0.14
ylr014c	-0.03	-0.39	-0.27	-0.07	-0.04	-0.34	-0.12	-0.11	-0.11	-0.1	-0.11	-0.07	-0.22	-0.02	-0.14	-0.12	0.44	0.04
ylr015w	0.04	-0.6	-0.4	-0.09	0	-0.32	0.21	0.01	-0.06	-0.16	-0.26	-0.03	0.03	-0.36	-0.14	-0.17	0.25	-0.17
ylr016c	0.01	-0.33	-0.26	-0.3	0.14	-0.01	0.03	-0.34	-0.08	0.23	-0.33	-0.23	-0.14	-0.12	-0.41	-0.25	0.17	-0.31
ylr017w	0.04	-0.5	-0.52	-0.27	-0.06	-0.2	0.14	-0.13	-0.07	-0.12	-0.15	-0.12	0.2	-0.19	0.16	-0.3	NA	-0.3
ylr018c	-0.22	-0.14	0.21	0.48	0.19	0.04	-0.01	-0.1	-0.12	0.12	-0.04	0.26	-0.07	0.31	-0.41	-0.15	0.01	-0.07
yll061w	0.28	0.31	0.01	-0.98	-0.08	0.33	1.41	0.48	0.36	-0.02	0.06	-0.26	-0.18	-0.76	-0.02	0.01	0.55	-0.1
ylr019w	-0.1	-0.09	-0.02	-0.12	-0.25	-0.39	-0.18	-0.27	-0.24	-0.08	-0.22	-0.15	-0.08	-0.12	-0.01	-0.22	0.27	-0.14
ylr020c	-0.34	-0.07	-0.19	0.32	-0.06	0.5	-0.16	-0.19	0.01	0.35	0.13	0.2	0.06	0.16	-0.24	0.19	0.03	-0.11
ylr021w	-0.34	1.19	-0.68	-0.35	-0.47	-0.41	-0.19	-0.41	-0.11	-0.39	-0.3	-0.45	-0.1	-0.36	-0.67	-0.45	-0.56	-0.33
ylr022c	-0.12	-0.21	-0.9	-0.19	-0.63	-0.07	-0.41	-0.1	-0.17	0.14	-0.23	-0.14	-0.31	-0.38	-0.79	-0.02	-0.17	-0.14
ylr023c	-0.05	0	-0.3	0.38	0	0.08	0.01	0.2	0.16	0.07	-0.05	0.01	0.07	0.07	0.03	0.18	0.08	0.26
ylr024c	0.56	0.15	-0.11	0.12	-1.2	0.38	-0.31	-0.29	-0.11	0.63	0.03	0.04	-0.02	0.23	-0.16	0.21	-0.21	0.04
ylr025w	-0.07	0.05	-0.15	0.19	-0.3	-0.22	-0.15	-0.25	0.04	-0.14	-0.06	-0.09	-0.19	-0.33	-0.32	-0.03	-0.36	-0.02
ylr026c	-0.28	-0.14	-0.89	-0.31	-1.06	0.17	-0.19	-0.06	-0.06	0.2	-0.49	-0.09	-0.17	-0.09	-0.42	0.08	-0.15	0.02
ylr027c	0.26	0.11	0.05	0.34	0.3	0.39	0.7	0.55	0.79	0.41	0.55	0.44	0.38	0.11	0.44	0.41	0.17	0.31
ylr028c	-0.13	0.1	-0.05	0.01	-0.38	-0.05	-0.13	-0.15	0.31	0.43	0.1	0.06	-0.23	-0.07	-0.03	0.31	-0.22	0.1
ylr029c	0.49	0.14	-0.2	0.19	-0.17	0.15	0.11	0.24	0.49	0.12	0.39	0.16	0.22	0.17	0.62	0.58	0.38	0.4
ylr030w	-1.25	-0.05	0.14	-0.05	-1.03	-0.02	-0.43	-0.33	0.04	-0.29	-0.1	0.08	NA	-0.17	0.13	0.56	-0.3	-0.54
ylr031w	-0.44	-0.56	-0.04	-0.12	-0.72	-0.57	-0.56	-0.53	-0.45	-0.89	-0.35	-0.5	-0.25	-0.56	-0.58	-0.7	-0.34	-0.37
ylr032w	-0.3	0.67	0.06	-0.08	-0.01	-0.55	-0.28	-1	-0.26	-0.08	0.2	0.27	0.01	0.11	-0.3	-0.06	-0.2	-0.42
ylr033w	-0.43	-0.87	-0.71	-0.58	-0.32	-0.61	0.09	-0.2	-0.01	-0.25	-0.27	-0.43	-0.13	-0.36	-0.02	-0.1	0.14	-0.31
ylr034c	0.44	0.39	0.69	0.03	0.4	0.35	0.95	0.71	1	0.8	0.38	0.32	0.13	0.56	0.61	0.31	0.79	0.69
yll060c	0.17	0.2	0.52	0.13	0.13	0.22	0.27	0.26	0.06	0.06	-0.54	0.03	-0.17	-0.06	-0.22	0.07	0.21	-0.28
ylr035c	-0.14	-0.24	-0.19	-0.03	0.06	-0.14	0.13	0.23	-0.05	-0.31	-0.21	-0.26	0.14	-0.23	0.34	0.08	0.13	-0.33
ylr036c	-0.4	-0.02	-0.01	-0.38	-0.16	-0.25	-0.05	0.03	0.15	-0.01	-0.21	-0.03	-0.19	-0.06	0.04	-0.13	0.04	-0.08
ylr037c	0.06	-0.17	-0.04	-0.1	0.17	-0.49	-0.03	-0.36	-0.07	-0.42	-0.21	-0.24	0.15	-0.16	0.1	-0.18	0.13	-0.55
yll059c	0.14	0.63	0.13	0.33	0.04	0.15	0.13	0.16	-0.11	0.08	-0.08	0	0.09	-0.15	-0.16	-0.15	-0.52	-0.28
ylr038c	-0.28	0.08	0.03	-0.21	-0.19	-0.52	-0.2	-0.84	-0.09	-0.31	-0.15	-0.22	-0.09	-0.32	0.05	-0.45	-0.15	-0.35
ylr039c	-0.22	-0.53	0.01	-0.38	0.09	-0.24	-0.09	-0.13	-0.3	-0.18	-0.14	-0.1	-0.1	-0.06	0.12	-0.08	0.09	-0.41
ylr040c	-0.01	-0.56	-0.55	-1.35	-0.58	-1	-0.71	-1.28	-0.64	-0.74	-0.8	-0.73	-0.69	-0.83	-0.73	-0.73	-0.81	-1.11
ylr041w	0.16	-0.36	-0.64	-0.95	-0.69	-0.29	-0.57	0.01	-0.55	-0.82	-0.76	-0.44	-0.11	-0.61	-0.81	-0.56	-0.77	-0.61
ylr042c	0.7	0.07	-0.29	-0.34	-0.11	-0.33	-0.47	-0.81	-0.72	-0.09	-0.32	0.4	1.05	0.51	0.15	-0.02	-0.38	-0.17
ylr043c	0.07	0.04	-0.05	-0.04	0.02	-0.28	-0.08	-0.18	-0.22	-0.31	-0.11	-0.54	-0.11	-0.52	0.21	-0.36	0.28	-0.41
ylr044c	0.04	0.14	-0.12	0.05	0.29	0.57	0.38	0.28	0.44	0.62	0.55	0.36	NA	0.31	0.33	0.66	0.02	0.28
ylr045c	-1.74	-0.49	-1.12	-0.06	-0.02	0.37	0.35	0.01	-0.19	-0.55	-0.39	0.17	-0.12	0.17	0.3	0.61	-0.3	-0.18
yll058w	0.14	-0.01	0.51	0.56	0.96	0.85	0.49	0.49	0.14	0	0.49	0.11	0.1	0.5	0.82	0.56	0.6	NA
ylr046c	-0.2	0.39	0.06	0.06	0.1	0.59	0.14	0.24	0.11	0.44	-0.04	0.13	NA	0.35	0.06	0.33	0.2	0.23
ylr047c	-0.2	-0.33	-0.12	-0.15	-0.03	0.04	0.19	-0.05	0.23	-0.04	0.05	-0.08	-0.05	0.05	0.2	0.27	-0.2	0.09
ylr048w	0.04	0.2	0.01	0.12	-0.06	0.33	0.04	0.45	0.12	0.4	0.04	0.17	NA	0.34	0.18	0.31	0.22	0.32
ylr049c	-1.76	0.07	-0.06	0.23	-0.31	-0.82	-1.36	-1.53	NA	0.51	1.1	0.83	0.27	-0.4	-0.57	-0.73	-1.25	-0.61
ylr050c	-0.47	0.07	0.23	0.43	0.02	0.61	0.07	-0.34	-0.37	-0.21	-0.46	0.04	0.13	0.19	-0.18	-0.07	-0.45	-0.49
ylr051c	0.16	-0.58	-0.59	0.03	-0.18	-0.02	-0.13	0.2	-0.07	-0.01	0.03	0.08	0.06	-0.51	-0.47	0.02	-0.28	0.01
ylr052w	-0.19	-0.01	-0.42	-0.09	-0.13	0.14	-0.26	-0.02	-0.06	0.27	-0.23	0.09	-0.1	-0.07	-0.36	-0.01	0.02	-0.01
ylr053c	0.09	0.48	0.07	0.13	0.04	0.03	-0.27	0.08	-0.13	-0.38	-0.27	-0.23	0	-0.35	-0.47	-0.1	-0.2	-0.3
ylr054c	-0.15	0.11	-0.33	-0.15	-0.4	0.25	-0.24	-0.04	-0.11	0.27	-0.27	-0.26	-0.26	0.02	-0.55	0.04	-0.22	-0.24
ylr055c	-0.48	-0.34	-0.49	-0.15	-0.38	-0.38	0	-0.12	0.11	0.04	0.13	-0.06	-0.11	-0.32	-0.01	0.18	-0.1	-0.03
ylr056w	-0.89	-1.23	-0.78	-0.54	0.48	0.36	1.1	0.3	0.56	0.21	0.16	-0.01	0.26	0.18	0.55	0.25	0.57	-0.08
ylr057w	NA	-0.61	-0.45	-0.74	-0.27	-0.9	-0.5	0.27	0.29	-0.12	0.02	-0.24	-0.38	-0.69	-0.3	0.04	0.24	0.27
yll057c	0.28	0.07	0.22	-0.76	0.17	-0.18	0.03	-0.27	-0.2	-0.2	-0.22	-0.16	0.03	-0.4	-0.11	-0.38	-0.13	-0.4
ylr058c	-0.39	0.76	0.86	0.14	0.06	-0.51	0.33	0.19	0.55	0.23	0.18	-0.12	-0.41	-0.23	0.12	0.44	0.88	0.58
ylr059c	0.06	-0.5	-0.37	-0.46	-0.01	-0.42	0.11	-0.21	-0.04	-0.36	-0.21	-0.46	-0.11	-0.46	0.08	-0.3	0.03	-0.42
ylr060w	0.07	-0.02	-0.06	-0.58	-0.06	-0.43	0.19	-0.28	0.18	0.02	0.05	0.01	-0.01	-0.02	0.1	-0.05	0.21	-0.01
ylr061w	-0.03	-0.18	-0.26	-0.3	-0.14	-0.3	-0.04	0.09	-0.11	-0.06	-0.2	-0.46	0.01	-0.25	0.27	-0.23	0.47	-0.22
ylr062c	0.14	0.08	0.15	-0.5	0	-0.47	0.12	-0.26	0.14	0.04	0.06	-0.31	0.08	-0.1	0.26	-0.19	0.45	0.01
ylr063w	-0.26	-1.45	-0.26	-0.37	-0.16	-0.38	-0.05	0.02	-0.06	-0.52	-0.39	-0.46	-0.1	-0.65	-0.17	-0.16	-0.06	-0.45
ylr064w	0.05	0.24	0.09	-0.47	-0.01	-0.18	0.06	-0.09	-0.09	-0.33	-0.45	-0.46	-0.15	-0.4	-0.13	-0.54	0.27	-0.29
ylr065c	0.24	0.17	0.14	0.25	0.22	0.04	0.32	-0.1	-0.06	-0.4	-0.03	-0.16	0.27	-0.26	0.31	-0.27	0.36	-0.33
ylr066w	0.14	0.54	0.55	-0.09	0.3	0.28	0.23	0.05	0.09	-0.07	-0.05	-0.18	0.16	-0.13	0.1	-0.48	0.39	-0.22
ylr067c	-0.24	-0.76	-0.42	-0.22	-0.31	-0.36	-0.18	-0.25	-0.26	-0.49	-0.36	-0.2	-0.21	-0.28	-0.19	-0.26	-0.01	-0.39
ylr068w	-0.26	-0.47	-1.14	-0.42	-1.5	0.16	-0.11	-0.07	0.1	0.43	-0.51	-0.14	-0.12	0.04	-0.84	0	-0.36	0.12
ylr069c	0	0.13	0	0.12	-0.11	0.1	0.13	-0.03	0.29	0.11	0.29	0.16	0.1	-0.28	0.15	0.3	-0.33	-0.1
yll056c	0.17	-0.52	0.37	-0.15	-0.3	-0.64	-0.03	0.08	0.03	-0.23	-0.4	-0.23	-0.14	-0.1	-0.18	0.71	-0.04	-0.89
ylr070c	-0.46	0	-1.35	-0.58	-1.94	-0.1	0.89	-0.16	0.01	0.06	-0.41	-0.35	-0.28	-0.24	-0.67	-0.16	-0.21	-0.12
ylr071c	-0.12	0.01	-0.12	-0.02	-0.08	-0.08	0.14	0.03	0.21	-0.15	0.3	0.03	0.03	-0.14	0.24	0.36	-0.22	0
ylr072w	-0.61	-0.21	-1.12	-0.6	-0.7	-0.4	-0.22	-0.4	-0.1	0.11	0.03	-0.13	-0.12	-0.49	-0.4	0.1	-0.34	-0.21
ylr073c	0.04	-0.11	-0.5	-0.01	-0.02	0.04	0.03	0.25	0.17	0.31	0	-0.18	0.12	-0.05	-0.16	0.17	-0.01	-0.08
ylr074c	0.14	-0.42	-1.55	NA	-0.58	-0.41	-0.03	-0.18	0.3	0.23	0.21	-0.11	0.11	-0.29	-0.35	0.13	-0.31	0.02
ylr075w	0.35	0.1	-0.05	0.18	0.15	0.11	0.05	0.14	0.52	0.13	0.47	0.02	0.34	0.17	0.57	0.4	0.23	0.26
ylr076c	0.09	0.25	-0.23	0.08	-0.11	0.1	0	0.13	0.31	0.58	0.24	0.08	0.14	-0.03	0.58	0.35	0.3	0.3
ylr077w	-0.35	0.03	-0.39	-0.14	-0.27	-0.37	-0.22	-0.46	-0.11	-0.31	0.04	-0.06	0.09	-0.26	0.07	0.05	-0.24	-0.19
ylr078c	NA	-0.22	-0.42	0.15	-0.33	0.07	-0.09	-0.47	-0.14	0.07	-0.28	-0.53	-0.21	-0.56	-0.6	-0.29	-0.33	-0.17
ylr079w	-1.21	-0.73	-1.24	-0.76	-1.18	-0.92	-1.33	-1.24	-1.04	0.37	0.97	0.63	0.16	-0.08	-0.62	-0.58	-0.84	-0.23
ylr080w	0.18	0.18	0.21	-0.37	-0.08	-0.11	-0.19	-0.41	-0.26	-0.17	-0.08	0.03	-0.14	-0.09	-0.24	-0.18	0.09	-0.16
ylr081w	0.09	0.04	0.16	-0.18	0.22	-0.25	-0.02	-0.42	-0.31	-0.35	0.07	-0.07	0.27	-0.07	-0.1	-0.49	-0.26	-0.56
ylr082c	-0.34	-0.33	-0.56	-0.94	-0.47	-0.38	-0.43	-0.51	-0.34	-0.16	-0.3	0.02	-0.16	-0.24	-0.22	-0.3	-0.27	-0.22
ylr083c	-0.33	-1.1	-0.91	-0.8	-0.13	-0.23	0.35	-0.16	-0.06	-0.54	-0.35	-0.66	-0.17	-0.28	0.25	-0.13	0.02	-0.37
ylr084c	-0.17	-0.27	-0.04	-0.33	-0.17	-0.23	0.16	0.14	0.28	0.1	0.06	0.27	-0.21	-0.02	-0.18	0.19	0.03	0.27
ylr085c	0.06	-0.14	-0.16	0.17	0.19	0.1	0.07	0.08	-0.16	-0.16	-0.02	0.11	-0.01	0	0.15	0.14	-0.08	0.05
yll055w	0	0.67	0.12	-0.62	-0.28	-0.7	-0.27	-0.55	-0.35	-0.6	-0.45	-0.37	-0.17	-0.68	-0.6	-0.55	NA	-0.45
ylr086w	0.2	0.16	0.06	-0.68	0.17	-0.12	0.2	-0.12	0.12	0.11	-0.01	0.1	0.04	0.16	-0.1	0.12	-0.08	0.09
ylr087c	-1.37	0.52	-0.49	0.1	0.37	0.17	-0.04	-0.04	0.03	-0.41	0.18	-0.41	-0.05	-0.71	0.43	-0.1	0	-0.74
ylr088w	-0.55	-0.43	-0.36	-0.91	0.25	-0.12	0.1	-0.52	-0.21	-0.3	-0.27	0.02	0.07	0.06	-0.15	-0.19	-0.28	-0.26
ylr089c	-0.27	-0.42	-0.19	-0.42	-0.16	-0.8	-0.38	-0.7	-0.57	-0.61	-0.51	-0.73	-0.48	-0.71	NA	-0.54	-0.14	-0.47
ylr090w	0.01	0.03	-0.22	NA	-0.1	-0.22	0.08	-0.23	0.09	-0.12	-0.08	0.04	-0.08	-0.12	-0.29	-0.07	-0.19	-0.06
ylr091w	-0.58	-0.97	-0.45	-0.56	-0.44	-0.24	-0.52	-0.31	-0.28	-0.04	-0.67	-0.44	-0.27	-0.47	-0.34	-0.23	0.2	-0.55
ylr092w	-0.28	0.27	-0.62	-0.32	-1	0.05	-0.01	-0.11	-0.15	NA	-0.27	-0.1	-0.26	NA	-0.63	0.21	-0.07	-0.04
ylr093c	0.03	0.12	-0.28	-0.03	-0.39	-0.07	-0.36	-0.34	-0.14	-0.57	-0.13	-0.27	-0.14	-0.18	-0.17	-0.03	NA	-0.36
ylr094c	-0.31	-0.43	-1.09	-0.44	-0.82	-0.36	-0.19	-0.47	-0.09	0.11	0.05	0.07	-0.17	-0.42	-0.53	-0.15	-0.67	-0.1
yll054c	0.12	-0.59	0.01	-0.19	0.11	0.27	0.12	0.09	0.08	-0.12	0.17	-0.13	-0.07	-0.04	0.3	0	0.24	-0.36
ylr095c	-0.39	-0.24	-0.2	-0.06	-0.32	-0.14	-0.11	-0.14	0.11	-0.38	0.12	0.02	-0.19	0.16	0.08	0.25	-0.19	-0.07
ylr096w	-0.45	NA	-0.66	NA	-0.95	-0.26	-0.23	-0.25	0.16	0.36	0.16	-0.07	-0.32	-0.4	-0.24	0.19	0.1	-0.15
ylr097c	-0.07	-0.35	-0.24	-0.21	-0.71	-0.47	-0.38	-0.03	-0.1	-0.44	-0.06	-0.23	-0.07	-0.17	-0.31	0.05	-0.35	-0.44
ylr098c	-0.53	NA	-0.65	-0.55	-0.69	-0.07	0.1	0.28	0.45	0.72	0.16	0.06	-0.35	-0.34	-0.13	0.27	0.13	0.41
ylr099c	0.64	-0.2	-0.58	-0.4	-0.38	-0.04	0.13	0.04	0.1	-0.54	0.13	0.1	0.13	-0.04	0.17	0.35	-0.26	-0.12
ylr100w	-0.47	-0.28	-0.78	-0.35	-0.67	-0.26	-0.03	-0.3	0.16	0.27	0.02	0.01	0.01	-0.45	-0.16	-0.12	-0.34	0.06
ylr102c	-0.66	0.53	-0.89	-1.45	-1.24	-0.42	-0.28	-0.47	-0.19	0.15	-0.53	-0.51	-0.31	-0.6	-1.37	-0.08	-0.49	-0.06
ylr103c	-0.94	-0.2	1.05	0.97	0.38	0.2	-0.34	-0.46	-0.53	-0.63	0.55	0.82	0.44	0.13	-0.19	-0.04	-0.45	-0.67
ylr104w	0.08	0.35	0.16	NA	0.02	-0.03	0.15	-0.17	0.02	0.1	-0.09	-0.01	0.01	-0.04	0.04	-0.1	0.2	-0.17
ylr105c	0.28	-0.13	0.07	0.24	0.12	-0.11	0.28	0.05	0.09	0.1	0.02	-0.02	0.14	-0.08	NA	-0.06	0.42	-0.17
ylr106c	-0.08	-0.32	0.01	NA	0.1	-0.36	0.12	-0.45	-0.03	-0.06	-0.09	0.13	-0.1	-0.13	-0.15	0	-0.2	-0.01
yll052c	-0.06	-0.04	0.07	0.24	0.42	0.42	0.33	0.56	0.12	0.18	0.6	0.06	-0.04	0.22	0.49	0.37	0.56	-0.19
ylr107w	0.35	-0.37	-0.09	0.05	0.22	0.03	0.19	-0.02	-0.07	-0.42	-0.12	-0.19	0	-0.13	0.01	-0.04	0.27	-0.17
ylr108c	-0.65	0.79	0.43	NA	0.87	0.77	0.89	0.99	0.82	0.54	0.21	0.09	0.29	0.75	0.55	0.3	-0.27	0.68
ylr109w	0.3	0.13	0.29	0.6	0.64	0.51	0.92	0.43	0.72	0.33	0.65	0.16	0.51	0.23	1.18	0.31	0.82	0.23
ylr110c	-0.7	-0.47	-0.6	-1.43	-0.08	-0.42	0.39	-0.54	0.02	-0.22	-0.15	-0.38	0.16	-0.01	0.49	-0.14	0.35	-0.05
ylr111w	NA	-0.72	NA	-0.38	-0.27	-0.3	0.15	-0.28	-0.14	-0.35	-0.42	-0.33	-0.07	-0.49	NA	-0.23	0.13	-0.5
ylr112w	-1.04	-0.95	-1.18	-1.14	-0.94	-0.57	-0.11	-0.69	-0.51	-0.66	-0.61	-0.68	-0.41	-0.59	-0.37	-0.6	-0.11	-0.46
ylr113w	-0.43	-0.71	-0.27	-0.36	-0.24	-0.02	0.11	-0.49	-0.4	-0.46	-0.16	-0.24	-0.01	-0.12	0.46	-0.09	0.15	-0.37
yll051c	0.48	-0.45	-0.05	0.2	0.61	0.52	0.76	0.68	0.66	0.3	0.28	0.2	0.43	0.4	0.62	0.5	0.82	0.48
ylr114c	-0.08	NA	-0.34	-0.55	-0.06	-0.22	0.19	-0.1	-0.01	0.07	-0.08	-0.01	-0.03	-0.02	0.06	0.01	0.2	0.07
ylr115w	-0.07	-0.69	-0.34	-0.02	-0.08	0.67	0.17	0.19	-0.15	0.04	-0.26	-0.09	-0.19	0.1	0.14	0.02	0.09	-0.12
ylr116w	-0.19	0.35	0.15	0.68	-0.11	0.12	-0.4	-0.18	-0.26	0.13	0.04	0.52	0.24	-0.02	-0.25	0.01	-0.12	0.04
ylr117c	-0.17	-0.29	-0.37	-0.14	0.12	-0.14	-0.1	0.34	0.28	-0.21	0.41	0.12	-0.13	0.11	0.09	0.39	-0.21	-0.1
ylr118c	NA	0.15	-0.15	0.35	-0.25	0.1	-0.06	-0.13	-0.05	0.1	0	-0.02	0.11	-0.21	-0.15	-0.1	-0.2	-0.11
ylr119w	0.8	1.69	0.38	0.71	0.07	0.38	-0.21	0.17	-0.06	-0.41	0.05	0.17	0.01	0.03	-0.13	0.07	-0.12	-0.21
ylr120c	1.74	1.29	1.27	1.36	0.61	0.85	0.47	0.52	0.18	0.41	0.32	0.75	0.56	0.23	0.15	0.28	0.45	0.18
ylr121c	0.72	0.9	0.79	0.91	0.38	0.9	0.07	0.41	0.11	0.02	0.66	0.9	0.35	0.66	0.36	0.45	0.26	0.06
ylr123c	0.27	0.11	-0.05	0.24	-0.04	0.44	-0.12	0.11	0.03	-0.4	0.15	0.01	0.02	0.13	-0.02	0.1	-0.04	0.07
ylr124w	-0.04	-0.88	-0.7	0.09	-0.24	0.32	-0.06	0.16	-0.22	-0.34	-0.42	-0.12	-0.05	-0.16	-1.45	-0.23	0	0.02
ylr125w	0.1	-0.28	-0.2	-0.27	-0.16	-0.18	-0.33	0.12	-0.08	-0.57	0.15	-0.27	-0.18	-0.32	-0.4	-0.1	-0.32	-0.69
